¨id,kommun,post_ort_saved,personer_count,ratsit_link,created_at,updated_at
248,Tyresö,1,39850,https://www.ratsit.se/personer/Tyres%C3%B6-kommun,,2025-11-17 15:02:28
249,Täby,1,63146,https://www.ratsit.se/personer/T%C3%A4by-kommun,,2025-11-17 15:03:28
250,Töreboda,1,7615,https://www.ratsit.se/personer/T%C3%B6reboda-kommun,,2025-11-17 15:04:21
251,Uddevalla,1,46313,https://www.ratsit.se/personer/Uddevalla-kommun,,2025-11-17 15:05:17
252,Ulricehamn,1,20500,https://www.ratsit.se/personer/Ulricehamn-kommun,,2025-11-17 15:06:12
253,Umeå,1,112542,https://www.ratsit.se/personer/Ume%C3%A5-kommun,,2025-11-17 15:07:22
254,Upplands-Bro,1,26034,https://www.ratsit.se/personer/Upplands-Bro-kommun,,2025-11-17 15:08:19
255,Upplands-Väsby,1,40370,https://www.ratsit.se/personer/Upplands-V%C3%A4sby-kommun,,2025-11-17 15:09:15
256,Uppsala,1,207376,https://www.ratsit.se/personer/Uppsala-kommun,,2025-11-17 15:10:34
257,Uppvidinge,1,7378,https://www.ratsit.se/personer/Uppvidinge-kommun,,2025-11-17 15:11:26
258,Vadstena,1,6441,https://www.ratsit.se/personer/Vadstena-kommun,,2025-11-17 15:12:20
259,Vaggeryds,1,11887,https://www.ratsit.se/personer/Vaggeryds-kommun,,2025-11-17 15:13:16
260,Valdemarsviks,1,6422,https://www.ratsit.se/personer/Valdemarsviks-kommun,,2025-11-17 15:14:08
261,Vallentuna,1,28014,https://www.ratsit.se/personer/Vallentuna-kommun,,2025-11-17 15:15:01
262,Vansbro,1,5724,https://www.ratsit.se/personer/Vansbro-kommun,,2025-11-17 15:15:52
263,Vara,1,13293,https://www.ratsit.se/personer/Vara-kommun,,2025-11-17 15:16:45
264,Varbergs,1,57055,https://www.ratsit.se/personer/Varbergs-kommun,,2025-11-17 15:17:44
265,Vaxholms,1,9613,https://www.ratsit.se/personer/Vaxholms-kommun,,2025-11-17 15:18:36
266,Vellinge,1,30139,https://www.ratsit.se/personer/Vellinge-kommun,,2025-11-17 15:19:31
267,Vetlanda,1,22349,https://www.ratsit.se/personer/Vetlanda-kommun,,2025-11-17 15:20:29
268,Vilhelmina,1,5241,https://www.ratsit.se/personer/Vilhelmina-kommun,,2025-11-17 15:21:37
269,Vimmerby,1,12740,https://www.ratsit.se/personer/Vimmerby-kommun,,2025-11-17 15:22:38
270,Vindelns,1,4456,https://www.ratsit.se/personer/Vindelns-kommun,,2025-11-17 15:23:29
271,Vingåkers,1,7220,https://www.ratsit.se/personer/Ving%C3%A5kers-kommun,,2025-11-17 15:24:21
272,Vårgårda,1,9993,https://www.ratsit.se/personer/V%C3%A5rg%C3%A5rda-kommun,,2025-11-17 15:25:12
273,Vänersborgs,1,32891,https://www.ratsit.se/personer/V%C3%A4nersborgs-kommun,,2025-11-17 15:26:08
274,Vännäs,1,7333,https://www.ratsit.se/personer/V%C3%A4nn%C3%A4s-kommun,,2025-11-17 15:27:00
275,Värmdö,1,37444,https://www.ratsit.se/personer/V%C3%A4rmd%C3%B6-kommun,,2025-11-17 15:27:59
276,Värnamo,1,28314,https://www.ratsit.se/personer/V%C3%A4rnamo-kommun,,2025-11-17 15:28:55
277,Västerviks,1,30577,https://www.ratsit.se/personer/V%C3%A4sterviks-kommun,,2025-11-17 15:29:52
278,Västerås,1,131479,https://www.ratsit.se/personer/V%C3%A4ster%C3%A5s-kommun,,2025-11-17 15:31:12
279,Växjö,1,80608,https://www.ratsit.se/personer/V%C3%A4xj%C3%B6-kommun,,2025-11-17 15:32:35
280,Ydre,1,3042,https://www.ratsit.se/personer/Ydre-kommun,,2025-11-17 15:33:26
281,Ystads,1,27092,https://www.ratsit.se/personer/Ystads-kommun,,2025-11-17 15:34:21
282,Åmåls,1,9866,https://www.ratsit.se/personer/%C3%85m%C3%A5ls-kommun,,2025-11-17 15:35:12
283,Ånge,1,7675,https://www.ratsit.se/personer/%C3%85nge-kommun,,2025-11-17 15:36:09
284,Åre,1,10328,https://www.ratsit.se/personer/%C3%85re-kommun,,2025-11-17 15:37:02
285,Årjängs,1,8200,https://www.ratsit.se/personer/%C3%85rj%C3%A4ngs-kommun,,2025-11-17 15:38:00
286,Åsele,1,2286,https://www.ratsit.se/personer/%C3%85sele-kommun,,2025-11-17 15:38:54
287,Åstorps,1,13026,https://www.ratsit.se/personer/%C3%85storps-kommun,,2025-11-17 15:39:48
288,Åtvidabergs,1,9541,https://www.ratsit.se/personer/%C3%85tvidabergs-kommun,,2025-11-17 15:40:45
289,Älmhults,1,14040,https://www.ratsit.se/personer/%C3%84lmhults-kommun,,2025-11-17 15:41:38
290,Älvdalens,1,5863,https://www.ratsit.se/personer/%C3%84lvdalens-kommun,,2025-11-17 15:42:34
291,Älvkarleby,1,7845,https://www.ratsit.se/personer/%C3%84lvkarleby-kommun,,2025-11-17 15:43:29
292,Älvsbyns,1,6547,https://www.ratsit.se/personer/%C3%84lvsbyns-kommun,,2025-11-17 15:44:33
293,Ängelholms,1,37213,https://www.ratsit.se/personer/%C3%84ngelholms-kommun,,2025-11-17 15:45:30
294,Öckerö,1,10760,https://www.ratsit.se/personer/%C3%96cker%C3%B6-kommun,,2025-11-17 15:46:35
295,Ödeshögs,1,4370,https://www.ratsit.se/personer/%C3%96desh%C3%B6gs-kommun,,2025-11-17 15:47:30
296,Örebro,1,132055,https://www.ratsit.se/personer/%C3%96rebro-kommun,,2025-11-17 15:48:38
297,Örkelljunga,1,8533,https://www.ratsit.se/personer/%C3%96rkelljunga-kommun,,2025-11-17 15:49:29
298,Örnsköldsviks,1,45765,https://www.ratsit.se/personer/%C3%96rnsk%C3%B6ldsviks-kommun,,2025-11-17 15:50:28
299,Östersunds,1,53800,https://www.ratsit.se/personer/%C3%96stersunds-kommun,,2025-11-17 15:51:33
300,Österåkers,1,39904,https://www.ratsit.se/personer/%C3%96ster%C3%A5kers-kommun,,2025-11-17 15:52:29
301,Östhammars,1,18524,https://www.ratsit.se/personer/%C3%96sthammars-kommun,,2025-11-17 15:53:23
302,Östra-Göinge,1,11281,https://www.ratsit.se/personer/%C3%96stra-G%C3%B6inge-kommun,,2025-11-17 15:54:15
303,Överkalix,1,2776,https://www.ratsit.se/personer/%C3%96verkalix-kommun,,2025-11-17 15:55:06
304,Övertorneå,1,3493,https://www.ratsit.se/personer/%C3%96vertorne%C3%A5-kommun,,2025-11-17 15:56:01
