id,post_ort,post_nummer,post_nummer_count,post_nummer_link,created_at,updated_at
1,Alafors,449 50,922,https://www.ratsit.se/personer/Ale-kommun/Alafors-44950,,
2,Alafors,449 51,840,https://www.ratsit.se/personer/Ale-kommun/Alafors-44951,,
3,Alingsås,441 91,1631,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44191,,
4,Alvhem,446 91,14,https://www.ratsit.se/personer/Lilla-Edets-kommun/Alvhem-44691,,
5,Bohus,445 32,429,https://www.ratsit.se/personer/Ale-kommun/Bohus-44532,,
6,Bohus,445 33,444,https://www.ratsit.se/personer/Ale-kommun/Bohus-44533,,
7,Bohus,445 34,23,https://www.ratsit.se/personer/G%C3%B6teborgs-kommun-Nordost/Bohus-44534,,
8,Bohus,445 36,379,https://www.ratsit.se/personer/Ale-kommun/Bohus-44536,,
9,Bohus,445 37,644,https://www.ratsit.se/personer/Ale-kommun/Bohus-44537,,
10,Gråbo,443 73,373,https://www.ratsit.se/personer/Lerums-kommun/Gr%C3%A5bo-44373,,
11,Hålanda,446 96,539,https://www.ratsit.se/personer/Ale-kommun/H%C3%A5landa-44696,,
12,Lödöse,463 72,959,https://www.ratsit.se/personer/Lilla-Edets-kommun/L%C3%B6d%C3%B6se-46372,,
13,Nol,449 40,758,https://www.ratsit.se/personer/Ale-kommun/Nol-44940,,
14,Nol,449 41,530,https://www.ratsit.se/personer/Ale-kommun/Nol-44941,,
15,Nol,449 42,680,https://www.ratsit.se/personer/Ale-kommun/Nol-44942,,
16,Nol,449 43,619,https://www.ratsit.se/personer/Ale-kommun/Nol-44943,,
17,Nol,449 44,392,https://www.ratsit.se/personer/Ale-kommun/Nol-44944,,
18,Nol,449 90,12,https://www.ratsit.se/personer/Lerums-kommun/Nol-44990,,
19,Nödinge,449 30,751,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44930,,
20,Nödinge,449 31,729,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44931,,
21,Nödinge,449 32,565,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44932,,
22,Nödinge,449 33,611,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44933,,
23,Nödinge,449 34,597,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44934,,
24,Nödinge,449 35,882,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44935,,
25,Nödinge,449 36,480,https://www.ratsit.se/personer/Ale-kommun/N%C3%B6dinge-44936,,
26,Nödinge,449 70,21,https://www.ratsit.se/personer/G%C3%B6teborgs-kommun-Nordost/N%C3%B6dinge-44970,,
27,Sjövik,443 74,411,https://www.ratsit.se/personer/Lerums-kommun/Sj%C3%B6vik-44374,,
28,Skepplanda,446 40,701,https://www.ratsit.se/personer/Ale-kommun/Skepplanda-44640,,
29,Skepplanda,446 41,730,https://www.ratsit.se/personer/Ale-kommun/Skepplanda-44641,,
30,Skepplanda,446 92,727,https://www.ratsit.se/personer/Ale-kommun/Skepplanda-44692,,
31,Skepplanda,446 93,4,https://www.ratsit.se/personer/Lilla-Edets-kommun/Skepplanda-44693,,
32,Skepplanda,446 94,701,https://www.ratsit.se/personer/Ale-kommun/Skepplanda-44694,,
33,Sollebrunn,441 72,92,https://www.ratsit.se/personer/Trollh%C3%A4ttans-kommun/Sollebrunn-44172,,
34,Surte,445 55,528,https://www.ratsit.se/personer/Ale-kommun/Surte-44555,,
35,Surte,445 56,1158,https://www.ratsit.se/personer/Ale-kommun/Surte-44556,,
36,Surte,445 57,975,https://www.ratsit.se/personer/Ale-kommun/Surte-44557,,
37,Älvängen,446 32,1023,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44632,,
38,Älvängen,446 33,1057,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44633,,
39,Älvängen,446 34,983,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44634,,
40,Älvängen,446 35,570,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44635,,
41,Älvängen,446 36,668,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44636,,
42,Älvängen,446 37,74,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44637,,
43,Älvängen,446 38,256,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44638,,
44,Älvängen,446 95,977,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44695,,
45,Älvängen,446 97,145,https://www.ratsit.se/personer/Ale-kommun/%C3%84lv%C3%A4ngen-44697,,
46,Alingsås,441 30,1240,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44130,,
47,Alingsås,441 31,1017,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44131,,
48,Alingsås,441 32,584,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44132,,
49,Alingsås,441 33,1068,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44133,,
50,Alingsås,441 34,1404,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44134,,
51,Alingsås,441 35,1348,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44135,,
52,Alingsås,441 36,802,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44136,,
53,Alingsås,441 37,1130,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44137,,
54,Alingsås,441 38,14,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44138,,
55,Alingsås,441 39,1082,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44139,,
56,Alingsås,441 40,1035,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44140,,
57,Alingsås,441 41,780,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44141,,
58,Alingsås,441 42,77,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44142,,
59,Alingsås,441 43,1106,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44143,,
60,Alingsås,441 44,1209,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44144,,
61,Alingsås,441 45,596,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44145,,
62,Alingsås,441 46,609,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44146,,
63,Alingsås,441 50,1522,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44150,,
64,Alingsås,441 51,1199,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44151,,
65,Alingsås,441 55,1824,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44155,,
66,Alingsås,441 56,1621,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44156,,
67,Alingsås,441 57,1434,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44157,,
68,Alingsås,441 58,680,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44158,,
69,Alingsås,441 60,1140,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44160,,
70,Alingsås,441 63,243,https://www.ratsit.se/personer/Lerums-kommun/Alings%C3%A5s-44163,,
71,Alingsås,441 65,1307,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44165,,
72,Alingsås,441 92,1064,https://www.ratsit.se/personer/V%C3%A5rg%C3%A5rda-kommun/Alings%C3%A5s-44192,,
73,Alingsås,441 93,535,https://www.ratsit.se/personer/V%C3%A5rg%C3%A5rda-kommun/Alings%C3%A5s-44193,,
74,Alingsås,441 95,3,https://www.ratsit.se/personer/V%C3%A5rg%C3%A5rda-kommun/Alings%C3%A5s-44195,,
75,Alingsås,441 96,1182,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Alings%C3%A5s-44196,,
76,Nossebro,465 93,493,https://www.ratsit.se/personer/Essunga-kommun/Nossebro-46593,,
77,Sollebrunn,441 70,597,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Sollebrunn-44170,,
78,Sollebrunn,441 71,522,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Sollebrunn-44171,,
79,Sollebrunn,441 73,100,https://www.ratsit.se/personer/Trollh%C3%A4ttans-kommun/Sollebrunn-44173,,
80,Sollebrunn,441 74,602,https://www.ratsit.se/personer/Alings%C3%A5s-kommun/Sollebrunn-44174,,
81,Sollebrunn,441 75,4,https://www.ratsit.se/personer/Essunga-kommun/Sollebrunn-44175,,
82,Tollered,448 50,704,https://www.ratsit.se/personer/Lerums-kommun/Tollered-44850,,
83,Tollered,448 95,119,https://www.ratsit.se/personer/Lerums-kommun/Tollered-44895,,
84,Tollered,448 96,40,https://www.ratsit.se/personer/Lerums-kommun/Tollered-44896,,
85,Alvesta,342 30,1242,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34230,,
86,Alvesta,342 31,796,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34231,,
87,Alvesta,342 32,227,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34232,,
88,Alvesta,342 33,1253,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34233,,
89,Alvesta,342 34,1463,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34234,,
90,Alvesta,342 35,1378,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34235,,
91,Alvesta,342 36,767,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34236,,
92,Alvesta,342 37,10,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34237,,
93,Alvesta,342 90,252,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34290,,
94,Alvesta,342 91,207,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34291,,
95,Alvesta,342 92,368,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34292,,
96,Alvesta,342 94,158,https://www.ratsit.se/personer/Alvesta-kommun/Alvesta-34294,,
97,Grimslöv,342 54,510,https://www.ratsit.se/personer/Alvesta-kommun/Grimsl%C3%B6v-34254,,
98,Grimslöv,342 55,2,https://www.ratsit.se/personer/V%C3%A4xj%C3%B6-kommun/Grimsl%C3%B6v-34255,,
99,Hjortsberga,342 93,2,https://www.ratsit.se/personer/V%C3%A4rnamo-kommun/Hjortsberga-34293,,
100,Häradsbäck,343 92,378,https://www.ratsit.se/personer/%C3%84lmhults-kommun/H%C3%A4radsb%C3%A4ck-34392,,
101,Lammhult,363 92,50,https://www.ratsit.se/personer/Alvesta-kommun/Lammhult-36392,,
102,Lönashult,342 53,2,https://www.ratsit.se/personer/%C3%84lmhults-kommun/L%C3%B6nashult-34253,,
103,Moheda,342 60,845,https://www.ratsit.se/personer/Alvesta-kommun/Moheda-34260,,
104,Moheda,342 61,637,https://www.ratsit.se/personer/Alvesta-kommun/Moheda-34261,,
105,Moheda,342 62,399,https://www.ratsit.se/personer/Alvesta-kommun/Moheda-34262,,
106,Moheda,342 63,560,https://www.ratsit.se/personer/Alvesta-kommun/Moheda-34263,,
107,Rydaholm,331 77,757,https://www.ratsit.se/personer/V%C3%A4rnamo-kommun/Rydaholm-33177,,
108,Torpsbruk,342 65,308,https://www.ratsit.se/personer/Alvesta-kommun/Torpsbruk-34265,,
109,Vederslöv,355 94,616,https://www.ratsit.se/personer/V%C3%A4xj%C3%B6-kommun/Vedersl%C3%B6v-35594,,
110,Virestad,343 73,421,https://www.ratsit.se/personer/%C3%84lmhults-kommun/Virestad-34373,,
111,Vislanda,342 50,914,https://www.ratsit.se/personer/Alvesta-kommun/Vislanda-34250,,
112,Vislanda,342 51,366,https://www.ratsit.se/personer/Alvesta-kommun/Vislanda-34251,,
113,Vislanda,342 52,836,https://www.ratsit.se/personer/Alvesta-kommun/Vislanda-34252,,
114,Växjö,355 97,208,https://www.ratsit.se/personer/Alvesta-kommun/V%C3%A4xj%C3%B6-35597,,
115,Aneby,578 31,979,https://www.ratsit.se/personer/Aneby-kommun/Aneby-57831,,
116,Aneby,578 32,750,https://www.ratsit.se/personer/Aneby-kommun/Aneby-57832,,
117,Aneby,578 33,1131,https://www.ratsit.se/personer/Aneby-kommun/Aneby-57833,,
118,Aneby,578 91,545,https://www.ratsit.se/personer/Aneby-kommun/Aneby-57891,,
119,Aneby,578 92,3,https://www.ratsit.se/personer/Tran%C3%A5s-kommun/Aneby-57892,,
120,Aneby,578 93,2,https://www.ratsit.se/personer/N%C3%A4ssj%C3%B6-kommun/Aneby-57893,,
121,Aneby,578 94,258,https://www.ratsit.se/personer/Aneby-kommun/Aneby-57894,,
122,Eksjö,575 91,141,https://www.ratsit.se/personer/N%C3%A4ssj%C3%B6-kommun/Eksj%C3%B6-57591,,
123,Frinnaryd,578 74,175,https://www.ratsit.se/personer/Aneby-kommun/Frinnaryd-57874,,
124,Gränna,563 92,498,https://www.ratsit.se/personer/J%C3%B6nk%C3%B6pings-kommun/Gr%C3%A4nna-56392,,
125,Gränna,563 93,1403,https://www.ratsit.se/personer/J%C3%B6nk%C3%B6pings-kommun/Gr%C3%A4nna-56393,,
126,Lekeryd,561 95,909,https://www.ratsit.se/personer/J%C3%B6nk%C3%B6pings-kommun/Lekeryd-56195,,
127,Lekeryd,561 96,1179,https://www.ratsit.se/personer/J%C3%B6nk%C3%B6pings-kommun/Lekeryd-56196,,
128,Sunhultsbrunn,573 73,382,https://www.ratsit.se/personer/Aneby-kommun/Sunhultsbrunn-57373,,
129,Tranås,573 97,582,https://www.ratsit.se/personer/Tran%C3%A5s-kommun/Tran%C3%A5s-57397,,
130,Tranås,573 98,1,https://www.ratsit.se/personer/%C3%96desh%C3%B6gs-kommun/Tran%C3%A5s-57398,,
131,Arboga,732 30,885,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73230,,
132,Arboga,732 31,604,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73231,,
133,Arboga,732 32,1201,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73232,,
134,Arboga,732 33,1188,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73233,,
135,Arboga,732 34,771,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73234,,
136,Arboga,732 45,907,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73245,,
137,Arboga,732 46,1003,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73246,,
138,Arboga,732 47,548,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73247,,
139,Arboga,732 48,859,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73248,,
140,Arboga,732 49,1007,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73249,,
141,Arboga,732 50,4,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73250,,
142,Arboga,732 91,642,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73291,,
143,Arboga,732 92,212,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73292,,
144,Arboga,732 94,229,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73294,,
145,Arboga,732 95,269,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73295,,
146,Arboga,732 96,5,https://www.ratsit.se/personer/Lindesbergs-kommun/Arboga-73296,,
147,Arboga,732 97,487,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73297,,
148,Arboga,732 98,184,https://www.ratsit.se/personer/Arboga-kommun/Arboga-73298,,
149,Fellingsbro,732 73,702,https://www.ratsit.se/personer/Lindesbergs-kommun/Fellingsbro-73273,,
150,Köping,731 96,548,https://www.ratsit.se/personer/K%C3%B6pings-kommun/K%C3%B6ping-73196,,
151,Arjeplog,938 31,840,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93831,,
152,Arjeplog,938 32,537,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93832,,
153,Arjeplog,938 91,72,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93891,,
154,Arjeplog,938 94,134,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93894,,
155,Arjeplog,938 96,122,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93896,,
156,Arjeplog,938 97,38,https://www.ratsit.se/personer/Arjeplogs-kommun/Arjeplog-93897,,
157,Arvidsjaur,933 95,194,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93395,,
158,Jäckvik,938 95,35,https://www.ratsit.se/personer/Arjeplogs-kommun/J%C3%A4ckvik-93895,,
159,Laisvall,938 93,118,https://www.ratsit.se/personer/Arjeplogs-kommun/Laisvall-93893,,
160,Mellanström,938 92,205,https://www.ratsit.se/personer/Arjeplogs-kommun/Mellanstr%C3%B6m-93892,,
161,Moskosel,933 90,4,https://www.ratsit.se/personer/Jokkmokks-kommun/Moskosel-93390,,
162,Slagnäs,924 98,2,https://www.ratsit.se/personer/Sorsele-kommun/Slagn%C3%A4s-92498,,
163,Sorsele,924 94,385,https://www.ratsit.se/personer/Sorsele-kommun/Sorsele-92494,,
164,Abborrträsk,933 93,160,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Abborrtr%C3%A4sk-93393,,
165,Arvidsjaur,933 31,839,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93331,,
166,Arvidsjaur,933 32,707,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93332,,
167,Arvidsjaur,933 33,1016,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93333,,
168,Arvidsjaur,933 34,1068,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93334,,
169,Arvidsjaur,933 91,413,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93391,,
170,Arvidsjaur,933 92,38,https://www.ratsit.se/personer/Pite%C3%A5-kommun/Arvidsjaur-93392,,
171,Arvidsjaur,933 99,37,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Arvidsjaur-93399,,
172,Glommersträsk,933 94,393,https://www.ratsit.se/personer/Arvidsjaurs-kommun/Glommerstr%C3%A4sk-93394,,
173,Vidsel,942 95,552,https://www.ratsit.se/personer/%C3%84lvsbyns-kommun/Vidsel-94295,,
174,Arvika,671 30,1092,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67130,,
175,Arvika,671 31,1064,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67131,,
176,Arvika,671 32,1317,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67132,,
177,Arvika,671 33,1440,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67133,,
178,Arvika,671 34,34,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67134,,
179,Arvika,671 40,1562,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67140,,
180,Arvika,671 41,1080,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67141,,
181,Arvika,671 42,915,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67142,,
182,Arvika,671 50,1198,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67150,,
183,Arvika,671 51,1113,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67151,,
184,Arvika,671 52,862,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67152,,
185,Arvika,671 60,659,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67160,,
186,Arvika,671 91,843,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67191,,
187,Arvika,671 92,1294,https://www.ratsit.se/personer/Arvika-kommun/Arvika-67192,,
188,Arvika,671 93,189,https://www.ratsit.se/personer/Eda-kommun/Arvika-67193,,
189,Brunskog,671 94,1137,https://www.ratsit.se/personer/Arvika-kommun/Brunskog-67194,,
190,Charlottenberg,673 91,383,https://www.ratsit.se/personer/Eda-kommun/Charlottenberg-67391,,
191,Edane,671 70,502,https://www.ratsit.se/personer/Arvika-kommun/Edane-67170,,
192,Glava,670 20,1,https://www.ratsit.se/personer/Arvika-kommun/Glava-67020,,
193,Glava,671 97,803,https://www.ratsit.se/personer/Arvika-kommun/Glava-67197,,
194,Gunnarskog,671 98,15,https://www.ratsit.se/personer/Sunne-kommun/Gunnarskog-67198,,
195,Klässbol,671 95,1159,https://www.ratsit.se/personer/Arvika-kommun/Kl%C3%A4ssbol-67195,,
196,Mangskog,671 96,1,https://www.ratsit.se/personer/Sunne-kommun/Mangskog-67196,,
197,Åmotfors,673 97,529,https://www.ratsit.se/personer/Eda-kommun/%C3%85motfors-67397,,
198,Årjäng,672 93,576,https://www.ratsit.se/personer/%C3%85rj%C3%A4ngs-kommun/%C3%85rj%C3%A4ng-67293,,
199,Askersund,696 30,818,https://www.ratsit.se/personer/Askersunds-kommun/Askersund-69630,,
200,Askersund,696 31,890,https://www.ratsit.se/personer/Askersunds-kommun/Askersund-69631,,
201,Askersund,696 32,970,https://www.ratsit.se/personer/Askersunds-kommun/Askersund-69632,,
202,Askersund,696 33,549,https://www.ratsit.se/personer/Askersunds-kommun/Askersund-69633,,
203,Askersund,696 34,388,https://www.ratsit.se/personer/Askersunds-kommun/Askersund-69634,,
204,Askersund,696 91,7,https://www.ratsit.se/personer/Lax%C3%A5-kommun/Askersund-69691,,
205,Askersund,696 92,1,https://www.ratsit.se/personer/Lax%C3%A5-kommun/Askersund-69692,,
206,Aspabruk,696 73,188,https://www.ratsit.se/personer/Askersunds-kommun/Aspabruk-69673,,
207,Aspabruk,696 93,5,https://www.ratsit.se/personer/Karlsborgs-kommun/Aspabruk-69693,,
208,Hallsberg,694 91,103,https://www.ratsit.se/personer/Kumla-kommun/Hallsberg-69491,,
209,Hammar,696 74,214,https://www.ratsit.se/personer/Askersunds-kommun/Hammar-69674,,
210,Hammar,696 94,396,https://www.ratsit.se/personer/Askersunds-kommun/Hammar-69694,,
211,Laxå,695 91,163,https://www.ratsit.se/personer/Lax%C3%A5-kommun/Lax%C3%A5-69591,,
212,Laxå,695 92,123,https://www.ratsit.se/personer/Lax%C3%A5-kommun/Lax%C3%A5-69592,,
213,Mariedamm,696 97,198,https://www.ratsit.se/personer/Askersunds-kommun/Mariedamm-69697,,
214,Motala,591 99,347,https://www.ratsit.se/personer/Askersunds-kommun/Motala-59199,,
215,Närkesberg,694 98,11,https://www.ratsit.se/personer/Hallsbergs-kommun/N%C3%A4rkesberg-69498,,
216,Rönneshytta,694 97,388,https://www.ratsit.se/personer/Askersunds-kommun/R%C3%B6nneshytta-69497,,
217,Skyllberg,694 99,416,https://www.ratsit.se/personer/Askersunds-kommun/Skyllberg-69499,,
218,Vretstorp,694 94,340,https://www.ratsit.se/personer/Askersunds-kommun/Vretstorp-69494,,
219,Zinkgruvan,696 76,297,https://www.ratsit.se/personer/Askersunds-kommun/Zinkgruvan-69676,,
220,Zinkgruvan,696 96,83,https://www.ratsit.se/personer/Motala-kommun/Zinkgruvan-69696,,
221,Åmmeberg,696 75,459,https://www.ratsit.se/personer/Askersunds-kommun/%C3%85mmeberg-69675,,
222,Åmmeberg,696 95,103,https://www.ratsit.se/personer/Askersunds-kommun/%C3%85mmeberg-69695,,
223,Åsbro,694 60,1068,https://www.ratsit.se/personer/Askersunds-kommun/%C3%85sbro-69460,,
224,Åsbro,694 96,398,https://www.ratsit.se/personer/Askersunds-kommun/%C3%85sbro-69496,,
225,Avesta,774 30,779,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77430,,
226,Avesta,774 31,1018,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77431,,
227,Avesta,774 32,776,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77432,,
228,Avesta,774 33,797,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77433,,
229,Avesta,774 34,696,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77434,,
230,Avesta,774 35,939,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77435,,
231,Avesta,774 40,822,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77440,,
232,Avesta,774 41,847,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77441,,
233,Avesta,774 60,831,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77460,,
234,Avesta,774 61,1024,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77461,,
235,Avesta,774 62,880,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77462,,
236,Avesta,774 63,411,https://www.ratsit.se/personer/Avesta-kommun/Avesta-77463,,
237,Avesta,774 91,7,https://www.ratsit.se/personer/Hedemora-kommun/Avesta-77491,,
238,Avesta,774 92,3,https://www.ratsit.se/personer/Hedemora-kommun/Avesta-77492,,
239,By Kyrkby,774 99,750,https://www.ratsit.se/personer/Avesta-kommun/By-Kyrkby-77499,,
240,Folkärna,775 95,602,https://www.ratsit.se/personer/Avesta-kommun/Folk%C3%A4rna-77595,,
241,Fors,774 97,2,https://www.ratsit.se/personer/Hedemora-kommun/Fors-77497,,
242,Hedemora,776 92,681,https://www.ratsit.se/personer/Hedemora-kommun/Hedemora-77692,,
243,Horndal,774 67,654,https://www.ratsit.se/personer/Avesta-kommun/Horndal-77467,,
244,Horndal,774 68,9,https://www.ratsit.se/personer/Sandvikens-kommun/Horndal-77468,,
245,Horndal,774 98,351,https://www.ratsit.se/personer/Avesta-kommun/Horndal-77498,,
246,Krylbo,775 50,671,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77550,,
247,Krylbo,775 51,634,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77551,,
248,Krylbo,775 53,462,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77553,,
249,Krylbo,775 54,442,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77554,,
250,Krylbo,775 70,389,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77570,,
251,Krylbo,775 71,699,https://www.ratsit.se/personer/Avesta-kommun/Krylbo-77571,,
252,Krylbo,775 96,93,https://www.ratsit.se/personer/Sala-kommun/Krylbo-77596,,
253,Bengtsfors,666 30,824,https://www.ratsit.se/personer/Bengtsfors-kommun/Bengtsfors-66630,,
254,Bengtsfors,666 31,1038,https://www.ratsit.se/personer/Bengtsfors-kommun/Bengtsfors-66631,,
255,Bengtsfors,666 32,742,https://www.ratsit.se/personer/Bengtsfors-kommun/Bengtsfors-66632,,
256,Bengtsfors,666 91,648,https://www.ratsit.se/personer/Bengtsfors-kommun/Bengtsfors-66691,,
257,Bengtsfors,666 92,465,https://www.ratsit.se/personer/Bengtsfors-kommun/Bengtsfors-66692,,
258,Billingsfors,666 41,806,https://www.ratsit.se/personer/Bengtsfors-kommun/Billingsfors-66641,,
259,Bäckefors,668 40,506,https://www.ratsit.se/personer/Bengtsfors-kommun/B%C3%A4ckefors-66840,,
260,Bäckefors,668 94,11,https://www.ratsit.se/personer/Melleruds-kommun/B%C3%A4ckefors-66894,,
261,Dals Långed,666 94,919,https://www.ratsit.se/personer/Bengtsfors-kommun/Dals-L%C3%A5nged-66694,,
262,Dals Långed,666 95,759,https://www.ratsit.se/personer/Bengtsfors-kommun/Dals-L%C3%A5nged-66695,,
263,Dals Rostock,464 91,137,https://www.ratsit.se/personer/Melleruds-kommun/Dals-Rostock-46491,,
264,Ed,668 91,387,https://www.ratsit.se/personer/Dals-Eds-kommun/Ed-66891,,
265,Ed,668 92,452,https://www.ratsit.se/personer/Dals-Eds-kommun/Ed-66892,,
266,Ed,668 93,25,https://www.ratsit.se/personer/Tanums-kommun/Ed-66893,,
