id,post_ort,post_nummer,post_nummer_count,post_nummer_link,created_at,updated_at
7806,Stockholm,120 61,1351,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12061,,
7807,Stockholm,120 62,685,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12062,,
7808,Stockholm,120 63,1114,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12063,,
7809,Stockholm,120 64,1161,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12064,,
7810,Stockholm,120 65,1447,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12065,,
7811,Stockholm,120 66,1349,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12066,,
7812,Stockholm,120 67,1076,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12067,,
7813,Stockholm,120 68,1151,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12068,,
7814,Stockholm,120 69,555,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12069,,
7815,Stockholm,120 70,1500,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12070,,
7816,Stockholm,120 71,1606,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12071,,
7817,Stockholm,120 78,1315,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12078,,
7818,Stockholm,120 79,541,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-12079,,
7819,Stockholm,135 70,5,https://www.ratsit.se/personer/Stockholms-kommun-S%C3%B6dermalm-mm/Stockholm-13570,,
7820,Storfors,688 30,1026,https://www.ratsit.se/personer/Storfors-kommun/Storfors-68830,,
7821,Storfors,688 31,585,https://www.ratsit.se/personer/Storfors-kommun/Storfors-68831,,
7822,Storfors,688 92,406,https://www.ratsit.se/personer/Storfors-kommun/Storfors-68892,,
7823,Barsele,923 96,104,https://www.ratsit.se/personer/Storumans-kommun/Barsele-92396,,
7824,Gunnarn,923 42,341,https://www.ratsit.se/personer/Storumans-kommun/Gunnarn-92342,,
7825,Hemavan,925 93,400,https://www.ratsit.se/personer/Storumans-kommun/Hemavan-92593,,
7826,Kittelfjäll,923 95,122,https://www.ratsit.se/personer/Vilhelmina-kommun/Kittelfj%C3%A4ll-92395,,
7827,Slussfors,923 97,200,https://www.ratsit.se/personer/Storumans-kommun/Slussfors-92397,,
7828,Stensele,923 41,402,https://www.ratsit.se/personer/Storumans-kommun/Stensele-92341,,
7829,Storuman,923 31,877,https://www.ratsit.se/personer/Storumans-kommun/Storuman-92331,,
7830,Storuman,923 32,890,https://www.ratsit.se/personer/Storumans-kommun/Storuman-92332,,
7831,Storuman,923 98,3,https://www.ratsit.se/personer/Vilhelmina-kommun/Storuman-92398,,
7832,Tärnaby,925 31,186,https://www.ratsit.se/personer/Storumans-kommun/T%C3%A4rnaby-92531,,
7833,Tärnaby,925 32,206,https://www.ratsit.se/personer/Storumans-kommun/T%C3%A4rnaby-92532,,
7834,Tärnaby,925 91,198,https://www.ratsit.se/personer/Storumans-kommun/T%C3%A4rnaby-92591,,
7835,Tärnaby,925 92,297,https://www.ratsit.se/personer/Storumans-kommun/T%C3%A4rnaby-92592,,
7836,Mariefred,647 30,1193,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64730,,
7837,Mariefred,647 31,1123,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64731,,
7838,Mariefred,647 32,796,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64732,,
7839,Mariefred,647 33,279,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64733,,
7840,Mariefred,647 35,1232,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64735,,
7841,Mariefred,647 91,714,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64791,,
7842,Mariefred,647 93,353,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Mariefred-64793,,
7843,Stallarholmen,645 61,1143,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Stallarholmen-64561,,
7844,Stallarholmen,645 62,608,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Stallarholmen-64562,,
7845,Stallarholmen,645 96,385,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Stallarholmen-64596,,
7846,Stallarholmen,645 97,539,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Stallarholmen-64597,,
7847,Strängnäs,645 30,1130,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64530,,
7848,Strängnäs,645 31,1376,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64531,,
7849,Strängnäs,645 32,1023,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64532,,
7850,Strängnäs,645 33,1821,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64533,,
7851,Strängnäs,645 34,999,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64534,,
7852,Strängnäs,645 35,246,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64535,,
7853,Strängnäs,645 40,1991,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64540,,
7854,Strängnäs,645 41,1,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64541,,
7855,Strängnäs,645 42,1346,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64542,,
7856,Strängnäs,645 43,1262,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64543,,
7857,Strängnäs,645 44,809,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64544,,
7858,Strängnäs,645 45,718,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64545,,
7859,Strängnäs,645 47,6,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64547,,
7860,Strängnäs,645 50,695,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64550,,
7861,Strängnäs,645 51,1131,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64551,,
7862,Strängnäs,645 52,582,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64552,,
7863,Strängnäs,645 71,591,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64571,,
7864,Strängnäs,645 92,1258,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64592,,
7865,Strängnäs,645 94,738,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/Str%C3%A4ngn%C3%A4s-64594,,
7866,Åkers Styckebruk,647 50,685,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/%C3%85kers-Styckebruk-64750,,
7867,Åkers Styckebruk,647 51,865,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/%C3%85kers-Styckebruk-64751,,
7868,Åkers Styckebruk,647 52,893,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/%C3%85kers-Styckebruk-64752,,
7869,Åkers Styckebruk,647 95,437,https://www.ratsit.se/personer/Str%C3%A4ngn%C3%A4s-kommun/%C3%85kers-Styckebruk-64795,,
7870,Lur,457 96,372,https://www.ratsit.se/personer/Tanums-kommun/Lur-45796,,
7871,Nordkoster,452 04,106,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Nordkoster-45204,,
7872,Skee,452 60,582,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Skee-45260,,
7873,Strömstad,452 30,1091,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45230,,
7874,Strömstad,452 31,1015,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45231,,
7875,Strömstad,452 32,795,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45232,,
7876,Strömstad,452 33,27,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45233,,
7877,Strömstad,452 34,477,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45234,,
7878,Strömstad,452 35,1034,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45235,,
7879,Strömstad,452 36,530,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45236,,
7880,Strömstad,452 37,496,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45237,,
7881,Strömstad,452 38,830,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45238,,
7882,Strömstad,452 40,45,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45240,,
7883,Strömstad,452 51,3,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45251,,
7884,Strömstad,452 52,6,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45252,,
7885,Strömstad,452 71,15,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45271,,
7886,Strömstad,452 90,512,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45290,,
7887,Strömstad,452 91,152,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45291,,
7888,Strömstad,452 92,678,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45292,,
7889,Strömstad,452 93,770,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45293,,
7890,Strömstad,452 94,629,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45294,,
7891,Strömstad,452 95,247,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45295,,
7892,Strömstad,452 96,287,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Str%C3%B6mstad-45296,,
7893,Strömstad,452 97,76,https://www.ratsit.se/personer/Tanums-kommun/Str%C3%B6mstad-45297,,
7894,Sydkoster,452 05,177,https://www.ratsit.se/personer/Str%C3%B6mstads-kommun/Sydkoster-45205,,
7895,Backe,883 72,421,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Backe-88372,,
7896,Borgafjäll,917 04,81,https://www.ratsit.se/personer/Dorotea-kommun/Borgafj%C3%A4ll-91704,,
7897,Dorotea,917 91,301,https://www.ratsit.se/personer/Dorotea-kommun/Dorotea-91791,,
7898,Gäddede,833 61,293,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/G%C3%A4ddede-83361,,
7899,Gäddede,833 98,262,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/G%C3%A4ddede-83398,,
7900,Hammerdal,833 41,746,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Hammerdal-83341,,
7901,Hammerdal,833 48,1,https://www.ratsit.se/personer/%C3%96stersunds-kommun/Hammerdal-83348,,
7902,Hammerdal,833 49,495,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Hammerdal-83349,,
7903,Hoting,833 51,501,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Hoting-83351,,
7904,Hoting,833 59,534,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Hoting-83359,,
7905,Lidsjöberg,833 97,55,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Lidsj%C3%B6berg-83397,,
7906,Norråker,833 91,55,https://www.ratsit.se/personer/Dorotea-kommun/Norr%C3%A5ker-83391,,
7907,Rossön,883 95,390,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Ross%C3%B6n-88395,,
7908,Stora Blåsjön,833 99,55,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Stora-Bl%C3%A5sj%C3%B6n-83399,,
7909,Strömsund,833 31,540,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83331,,
7910,Strömsund,833 32,526,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83332,,
7911,Strömsund,833 33,503,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83333,,
7912,Strömsund,833 34,578,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83334,,
7913,Strömsund,833 35,802,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83335,,
7914,Strömsund,833 92,523,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83392,,
7915,Strömsund,833 93,451,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83393,,
7916,Strömsund,833 94,120,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83394,,
7917,Strömsund,833 95,391,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83395,,
7918,Strömsund,833 96,137,https://www.ratsit.se/personer/Str%C3%B6msunds-kommun/Str%C3%B6msund-83396,,
7919,Sundbyberg,172 30,716,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17230,,
7920,Sundbyberg,172 31,705,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17231,,
7921,Sundbyberg,172 32,847,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17232,,
7922,Sundbyberg,172 33,756,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17233,,
7923,Sundbyberg,172 34,654,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17234,,
7924,Sundbyberg,172 35,747,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17235,,
7925,Sundbyberg,172 36,568,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17236,,
7926,Sundbyberg,172 38,746,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17238,,
7927,Sundbyberg,172 39,686,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17239,,
7928,Sundbyberg,172 40,727,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17240,,
7929,Sundbyberg,172 41,585,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17241,,
7930,Sundbyberg,172 61,529,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17261,,
7931,Sundbyberg,172 62,472,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17262,,
7932,Sundbyberg,172 63,544,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17263,,
7933,Sundbyberg,172 64,552,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17264,,
7934,Sundbyberg,172 65,788,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17265,,
7935,Sundbyberg,172 66,1635,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17266,,
7936,Sundbyberg,172 67,520,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17267,,
7937,Sundbyberg,172 68,438,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17268,,
7938,Sundbyberg,172 69,879,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17269,,
7939,Sundbyberg,172 70,809,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17270,,
7940,Sundbyberg,172 71,465,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17271,,
7941,Sundbyberg,172 72,897,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17272,,
7942,Sundbyberg,172 73,884,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17273,,
7943,Sundbyberg,172 74,771,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17274,,
7944,Sundbyberg,172 75,761,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17275,,
7945,Sundbyberg,172 76,740,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17276,,
7946,Sundbyberg,172 77,595,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17277,,
7947,Sundbyberg,172 78,969,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17278,,
7948,Sundbyberg,172 79,692,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17279,,
7949,Sundbyberg,174 41,1589,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17441,,
7950,Sundbyberg,174 42,565,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17442,,
7951,Sundbyberg,174 43,915,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17443,,
7952,Sundbyberg,174 44,818,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17444,,
7953,Sundbyberg,174 45,721,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17445,,
7954,Sundbyberg,174 46,724,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17446,,
7955,Sundbyberg,174 47,684,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17447,,
7956,Sundbyberg,174 48,822,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17448,,
7957,Sundbyberg,174 49,697,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17449,,
7958,Sundbyberg,174 50,627,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17450,,
7959,Sundbyberg,174 51,593,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17451,,
7960,Sundbyberg,174 52,598,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17452,,
7961,Sundbyberg,174 53,1459,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17453,,
7962,Sundbyberg,174 54,703,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17454,,
7963,Sundbyberg,174 55,669,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17455,,
7964,Sundbyberg,174 56,432,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17456,,
7965,Sundbyberg,174 57,1385,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17457,,
7966,Sundbyberg,174 58,1261,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17458,,
7967,Sundbyberg,174 59,727,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17459,,
7968,Sundbyberg,174 60,625,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17460,,
7969,Sundbyberg,174 61,1878,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17461,,
7970,Sundbyberg,174 62,1174,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17462,,
7971,Sundbyberg,174 63,957,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17463,,
7972,Sundbyberg,174 64,1553,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17464,,
7973,Sundbyberg,174 65,330,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17465,,
7974,Sundbyberg,174 66,1660,https://www.ratsit.se/personer/Sundbybergs-kommun/Sundbyberg-17466,,
7975,Alnö,865 31,1139,https://www.ratsit.se/personer/Sundsvalls-kommun/Aln%C3%B6-86531,,
7976,Alnö,865 32,1370,https://www.ratsit.se/personer/Sundsvalls-kommun/Aln%C3%B6-86532,,
7977,Alnö,865 33,1159,https://www.ratsit.se/personer/Sundsvalls-kommun/Aln%C3%B6-86533,,
7978,Alnö,865 91,1245,https://www.ratsit.se/personer/Sundsvalls-kommun/Aln%C3%B6-86591,,
7979,Alnö,865 92,1241,https://www.ratsit.se/personer/Sundsvalls-kommun/Aln%C3%B6-86592,,
7980,Ankarsvik,865 51,766,https://www.ratsit.se/personer/Sundsvalls-kommun/Ankarsvik-86551,,
7981,Bergeforsen,861 92,511,https://www.ratsit.se/personer/Timr%C3%A5-kommun/Bergeforsen-86192,,
7982,Indal,855 97,993,https://www.ratsit.se/personer/Sundsvalls-kommun/Indal-85597,,
7983,Kovland,855 61,592,https://www.ratsit.se/personer/Sundsvalls-kommun/Kovland-85561,,
7984,Kovland,855 92,1097,https://www.ratsit.se/personer/Sundsvalls-kommun/Kovland-85592,,
7985,Kvissleby,862 31,997,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86231,,
7986,Kvissleby,862 32,1258,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86232,,
7987,Kvissleby,862 33,771,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86233,,
7988,Kvissleby,862 34,1387,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86234,,
7989,Kvissleby,862 91,601,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86291,,
7990,Kvissleby,862 92,149,https://www.ratsit.se/personer/Sundsvalls-kommun/Kvissleby-86292,,
7991,Liden,855 98,270,https://www.ratsit.se/personer/Sundsvalls-kommun/Liden-85598,,
7992,Matfors,864 31,892,https://www.ratsit.se/personer/Sundsvalls-kommun/Matfors-86431,,
7993,Matfors,864 32,637,https://www.ratsit.se/personer/Sundsvalls-kommun/Matfors-86432,,
7994,Matfors,864 33,1132,https://www.ratsit.se/personer/Sundsvalls-kommun/Matfors-86433,,
7995,Matfors,864 91,1398,https://www.ratsit.se/personer/Sundsvalls-kommun/Matfors-86491,,
7996,Matfors,864 92,1340,https://www.ratsit.se/personer/Sundsvalls-kommun/Matfors-86492,,
7997,Njurunda,862 40,1203,https://www.ratsit.se/personer/Sundsvalls-kommun/Njurunda-86240,,
7998,Njurunda,862 41,937,https://www.ratsit.se/personer/Sundsvalls-kommun/Njurunda-86241,,
7999,Njurunda,862 94,383,https://www.ratsit.se/personer/Sundsvalls-kommun/Njurunda-86294,,
8000,Njurunda,862 96,1057,https://www.ratsit.se/personer/Sundsvalls-kommun/Njurunda-86296,,
8001,Stöde,864 41,814,https://www.ratsit.se/personer/Sundsvalls-kommun/St%C3%B6de-86441,,
8002,Stöde,864 95,4,https://www.ratsit.se/personer/%C3%85nge-kommun/St%C3%B6de-86495,,
8003,Stöde,864 96,1090,https://www.ratsit.se/personer/Sundsvalls-kommun/St%C3%B6de-86496,,
8004,Sundsbruk,863 31,559,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86331,,
8005,Sundsbruk,863 32,793,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86332,,
8006,Sundsbruk,863 33,467,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86333,,
8007,Sundsbruk,863 34,1085,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86334,,
8008,Sundsbruk,863 35,865,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86335,,
8009,Sundsbruk,863 36,254,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsbruk-86336,,
8010,Sundsvall,852 29,215,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85229,,
8011,Sundsvall,852 31,858,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85231,,
8012,Sundsvall,852 32,1000,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85232,,
8013,Sundsvall,852 33,1643,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85233,,
8014,Sundsvall,852 34,1031,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85234,,
8015,Sundsvall,852 36,1027,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85236,,
8016,Sundsvall,852 37,564,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85237,,
8017,Sundsvall,852 38,918,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85238,,
8018,Sundsvall,852 40,932,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85240,,
8019,Sundsvall,852 41,670,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85241,,
8020,Sundsvall,852 42,786,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85242,,
8021,Sundsvall,852 43,1287,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85243,,
8022,Sundsvall,852 44,1061,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85244,,
8023,Sundsvall,853 50,248,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85350,,
8024,Sundsvall,853 51,554,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85351,,
8025,Sundsvall,853 52,1615,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85352,,
8026,Sundsvall,853 53,1352,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85353,,
8027,Sundsvall,853 56,686,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85356,,
8028,Sundsvall,853 57,1284,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85357,,
8029,Sundsvall,853 58,994,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85358,,
8030,Sundsvall,853 59,308,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85359,,
8031,Sundsvall,854 60,1704,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85460,,
8032,Sundsvall,854 61,927,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85461,,
8033,Sundsvall,854 62,861,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85462,,
8034,Sundsvall,854 63,1330,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85463,,
8035,Sundsvall,854 66,742,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85466,,
8036,Sundsvall,854 67,715,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85467,,
8037,Sundsvall,854 68,522,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85468,,
8038,Sundsvall,855 91,739,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85591,,
8039,Sundsvall,856 30,1462,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85630,,
8040,Sundsvall,856 31,1307,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85631,,
8041,Sundsvall,856 32,985,https://www.ratsit.se/personer/Sundsvalls-kommun/Sundsvall-85632,,
